20210122
"18451,375"
"17888,900"
"17622,875"
"17574,075"
"17964,813"
"18735,338"
"21134,950"
"22885,475"
"23707,625"
"24019,788"
"23858,313"
"23617,413"
"23591,488"
"23573,988"
"23427,100"
"23537,888"
"24149,788"
"24538,225"
"23991,763"
"23818,550"
"23178,963"
"21697,575"
"20424,250"
"19295,500"
