20210120
"19361,525"
"18769,350"
"18464,213"
"18327,263"
"18702,525"
"19431,738"
"21894,900"
"23909,188"
"24891,900"
"25383,350"
"25506,400"
"25598,313"
"25145,350"
"24831,225"
"24383,813"
"24151,963"
"24958,863"
"25243,838"
"25006,675"
"24752,638"
"24107,250"
"22693,625"
"21408,550"
"20116,100"
