20210107
"16430,700"
"15866,850"
"15583,675"
"15665,013"
"16094,000"
"16961,825"
"19762,050"
"22024,938"
"23148,588"
"24060,213"
"24446,475"
"24863,988"
"24875,700"
"24863,650"
"24393,288"
"24216,813"
"24786,825"
"24605,563"
"24113,150"
"24026,525"
"23312,063"
"21900,925"
"20526,963"
"19270,025"
