20210128
"18739,375"
"18077,900"
"17828,663"
"17848,825"
"18169,713"
"18944,025"
"21540,788"
"23488,788"
"24615,188"
"25150,538"
"25230,450"
"25333,575"
"24987,038"
"24972,925"
"24562,638"
"24234,913"
"24617,538"
"25289,713"
"24938,763"
"24772,713"
"24052,688"
"22659,213"
"21285,925"
"19966,375"
