20210129
"19016,813"
"18406,988"
"17987,700"
"18089,375"
"18343,538"
"19160,538"
"21606,263"
"23441,700"
"24639,425"
"25075,950"
"25140,038"
"25385,875"
"25174,875"
"25013,638"
"24462,175"
"24286,475"
"24696,013"
"25333,188"
"24874,338"
"24633,950"
"23985,213"
"22486,538"
"21181,138"
"19899,688"
