20210121
"18972,925"
"18285,400"
"18046,913"
"18000,375"
"18298,588"
"19009,550"
"21452,488"
"23389,313"
"24174,925"
"24373,288"
"24220,925"
"23934,738"
"23500,800"
"23449,900"
"23204,738"
"23285,275"
"24182,750"
"24732,275"
"24345,575"
"24236,650"
"23671,250"
"22218,113"
"20768,938"
"19481,925"
