20210119
"20173,675"
"19741,250"
"19333,725"
"19362,100"
"19592,150"
"20306,813"
"22689,550"
"24671,575"
"25821,813"
"26363,250"
"26367,938"
"26543,788"
"26314,800"
"26188,625"
"25583,000"
"25278,875"
"25769,813"
"26058,538"
"25697,413"
"25469,513"
"24798,063"
"23350,863"
"21889,763"
"20425,875"
